Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Amount,AmountToBePaid
ORD00003762,PROD00003762,USER00003762,10/21/2023,,Toys,9.75,3,,Not Returned,,63,Male,City25,Credit Card,Standard,22.4,29.25,6.85
ORD00003763,PROD00003763,USER00003763,10/25/2024,,Books,137.93,2,,Not Returned,,20,Male,City89,Credit Card,Standard,44.25,275.86,231.61
ORD00003764,PROD00003764,USER00003764,7/17/2023,,Toys,372.69,2,,Not Returned,,20,Male,City63,Gift Card,Express,16.08,745.38,729.3
ORD00003765,PROD00003765,USER00003765,7/3/2023,5/19/2024,Toys,394.65,4,Wrong item,Returned,321,20,Female,City94,PayPal,Express,43.15,1578.6,1535.45
ORD00003766,PROD00003766,USER00003766,7/10/2023,5/11/2024,Electronics,28.33,1,Defective,Returned,306,34,Male,City85,Gift Card,Next-Day,49.37,28.33,-21.04
ORD00003767,PROD00003767,USER00003767,1/26/2023,4/15/2023,Clothing,112.68,5,Not as described,Returned,79,64,Male,City29,Gift Card,Next-Day,0.82,563.4,562.58
ORD00003768,PROD00003768,USER00003768,12/21/2024,9/8/2023,Toys,241.77,1,Defective,Returned,-470,58,Female,City23,Gift Card,Next-Day,23.52,241.77,218.25
ORD00003769,PROD00003769,USER00003769,6/1/2023,,Clothing,128.01,1,,Not Returned,,69,Female,City91,PayPal,Next-Day,28.27,128.01,99.74
ORD00003770,PROD00003770,USER00003770,3/20/2024,,Toys,448.94,5,,Not Returned,,65,Female,City98,Credit Card,Standard,39.72,2244.7,2204.98
ORD00003771,PROD00003771,USER00003771,2/2/2023,,Electronics,236.43,2,,Not Returned,,18,Male,City3,Gift Card,Standard,40.73,472.86,432.13
ORD00003772,PROD00003772,USER00003772,11/7/2024,6/5/2023,Home,428.71,5,Not as described,Returned,-521,59,Male,City98,Debit Card,Express,31.22,2143.55,2112.33
ORD00003773,PROD00003773,USER00003773,3/31/2024,,Home,97.91,2,,Not Returned,,20,Male,City59,Gift Card,Next-Day,3.62,195.82,192.2
ORD00003774,PROD00003774,USER00003774,3/21/2023,7/11/2024,Toys,36.38,5,Defective,Returned,478,34,Male,City58,Debit Card,Express,34.97,181.9,146.93
ORD00003775,PROD00003775,USER00003775,9/8/2023,,Books,122.18,2,,Not Returned,,40,Male,City43,Debit Card,Next-Day,48.13,244.36,196.23
ORD00003776,PROD00003776,USER00003776,7/29/2023,12/22/2024,Clothing,73.31,1,Defective,Returned,512,33,Male,City59,PayPal,Standard,47.4,73.31,25.91
ORD00003777,PROD00003777,USER00003777,8/4/2023,4/18/2023,Toys,348.19,3,Defective,Returned,-108,34,Female,City15,Credit Card,Express,20.85,1044.57,1023.72
ORD00003778,PROD00003778,USER00003778,6/5/2023,5/10/2024,Clothing,43.95,5,Wrong item,Returned,340,52,Male,City1,Debit Card,Express,9,219.75,210.75
ORD00003779,PROD00003779,USER00003779,7/2/2023,9/11/2023,Home,181.29,4,Defective,Returned,71,50,Male,City94,Credit Card,Standard,40.34,725.16,684.82
ORD00003780,PROD00003780,USER00003780,12/20/2023,10/13/2023,Home,189.02,4,Changed mind,Returned,-68,30,Male,City73,Gift Card,Next-Day,41.76,756.08,714.32
ORD00003781,PROD00003781,USER00003781,6/5/2024,,Home,293.38,5,,Not Returned,,50,Male,City43,Debit Card,Express,36.28,1466.9,1430.62
ORD00003782,PROD00003782,USER00003782,9/5/2024,7/2/2024,Home,19.77,4,Changed mind,Returned,-65,62,Male,City13,PayPal,Next-Day,23.73,79.08,55.35
ORD00003783,PROD00003783,USER00003783,5/12/2023,4/22/2023,Electronics,213.65,5,Not as described,Returned,-20,25,Male,City83,Credit Card,Standard,20.31,1068.25,1047.94
ORD00003784,PROD00003784,USER00003784,12/24/2024,4/23/2024,Toys,381.05,2,Wrong item,Returned,-245,46,Male,City29,Gift Card,Standard,19.55,762.1,742.55
ORD00003785,PROD00003785,USER00003785,10/16/2023,4/18/2023,Home,336.41,2,Wrong item,Returned,-181,50,Male,City88,PayPal,Express,39.18,672.82,633.64
ORD00003786,PROD00003786,USER00003786,3/26/2024,,Toys,204.43,1,,Not Returned,,20,Male,City99,Credit Card,Standard,32.27,204.43,172.16
ORD00003787,PROD00003787,USER00003787,4/18/2023,,Books,109.3,2,,Not Returned,,48,Female,City58,PayPal,Standard,36.25,218.6,182.35
ORD00003788,PROD00003788,USER00003788,7/2/2024,,Books,206.05,4,,Not Returned,,24,Female,City99,Gift Card,Standard,38.51,824.2,785.69
ORD00003789,PROD00003789,USER00003789,9/10/2023,11/6/2023,Electronics,106.4,5,Changed mind,Returned,57,57,Male,City78,Debit Card,Express,0.16,532,531.84
ORD00003790,PROD00003790,USER00003790,10/14/2024,,Clothing,339.13,4,,Not Returned,,43,Male,City61,Credit Card,Next-Day,37.62,1356.52,1318.9
ORD00003791,PROD00003791,USER00003791,8/4/2023,,Toys,226.58,1,,Not Returned,,41,Male,City49,Gift Card,Next-Day,47.6,226.58,178.98
ORD00003792,PROD00003792,USER00003792,12/15/2024,,Electronics,473.44,1,,Not Returned,,67,Female,City82,PayPal,Next-Day,6.04,473.44,467.4
ORD00003793,PROD00003793,USER00003793,4/3/2024,5/24/2024,Electronics,155.33,3,Wrong item,Returned,51,62,Male,City89,Debit Card,Next-Day,16.25,465.99,449.74
ORD00003794,PROD00003794,USER00003794,3/1/2023,4/7/2024,Books,197.88,3,Wrong item,Returned,403,31,Male,City71,PayPal,Next-Day,16.88,593.64,576.76
ORD00003795,PROD00003795,USER00003795,9/8/2023,,Clothing,178.51,5,,Not Returned,,24,Male,City46,Gift Card,Next-Day,37.35,892.55,855.2
ORD00003796,PROD00003796,USER00003796,8/12/2024,2/24/2023,Electronics,86.82,3,Defective,Returned,-535,66,Male,City71,Debit Card,Standard,2.37,260.46,258.09
ORD00003797,PROD00003797,USER00003797,1/8/2024,4/11/2023,Toys,156.85,4,Changed mind,Returned,-272,25,Male,City87,PayPal,Standard,10.84,627.4,616.56
ORD00003798,PROD00003798,USER00003798,10/10/2023,,Clothing,177.61,5,,Not Returned,,22,Male,City8,PayPal,Standard,31.78,888.05,856.27
ORD00003799,PROD00003799,USER00003799,12/12/2023,2/17/2023,Books,300.86,3,Not as described,Returned,-298,57,Male,City27,Debit Card,Express,17.39,902.58,885.19
ORD00003800,PROD00003800,USER00003800,6/4/2023,,Toys,275.13,4,,Not Returned,,36,Male,City34,PayPal,Next-Day,31.82,1100.52,1068.7
ORD00003801,PROD00003801,USER00003801,11/18/2024,3/19/2023,Books,308.8,1,Not as described,Returned,-610,31,Male,City43,Debit Card,Next-Day,42.92,308.8,265.88
ORD00003802,PROD00003802,USER00003802,3/2/2024,12/15/2024,Electronics,11.8,4,Defective,Returned,288,38,Female,City78,Credit Card,Standard,4.78,47.2,42.42
ORD00003803,PROD00003803,USER00003803,12/13/2023,,Home,250.61,5,,Not Returned,,30,Female,City17,PayPal,Standard,17.75,1253.05,1235.3
ORD00003804,PROD00003804,USER00003804,4/3/2023,1/6/2024,Home,71.61,2,Not as described,Returned,278,36,Female,City92,PayPal,Express,14.98,143.22,128.24
ORD00003805,PROD00003805,USER00003805,2/17/2023,12/2/2023,Home,296.42,2,Wrong item,Returned,288,26,Female,City91,Credit Card,Standard,9.48,592.84,583.36
ORD00003806,PROD00003806,USER00003806,9/9/2024,9/19/2024,Toys,117.44,5,Changed mind,Returned,10,39,Male,City63,Gift Card,Next-Day,18.67,587.2,568.53
ORD00003807,PROD00003807,USER00003807,11/25/2023,8/21/2024,Home,472.68,4,Changed mind,Returned,270,54,Female,City27,Debit Card,Express,31.56,1890.72,1859.16
ORD00003808,PROD00003808,USER00003808,1/9/2023,8/2/2023,Books,83.36,5,Defective,Returned,205,67,Female,City42,Debit Card,Next-Day,12.2,416.8,404.6
ORD00003809,PROD00003809,USER00003809,4/11/2023,1/24/2024,Home,76.93,5,Defective,Returned,288,33,Male,City6,Debit Card,Next-Day,36.29,384.65,348.36
ORD00003810,PROD00003810,USER00003810,9/15/2023,,Books,335.85,3,,Not Returned,,60,Female,City94,Gift Card,Next-Day,25.88,1007.55,981.67
ORD00003811,PROD00003811,USER00003811,2/19/2024,1/4/2024,Toys,54.48,2,Not as described,Returned,-46,69,Female,City87,Debit Card,Express,35.14,108.96,73.82
ORD00003812,PROD00003812,USER00003812,1/8/2023,,Books,63.75,5,,Not Returned,,45,Male,City79,PayPal,Standard,11.3,318.75,307.45
ORD00003813,PROD00003813,USER00003813,12/21/2023,3/17/2024,Books,109.16,4,Not as described,Returned,87,61,Female,City60,Credit Card,Standard,7.66,436.64,428.98
ORD00003814,PROD00003814,USER00003814,12/29/2023,,Home,257.84,5,,Not Returned,,45,Male,City59,Debit Card,Standard,24.61,1289.2,1264.59
ORD00003815,PROD00003815,USER00003815,9/27/2024,9/16/2023,Books,99.15,5,Changed mind,Returned,-377,18,Male,City63,Gift Card,Express,40.1,495.75,455.65
ORD00003816,PROD00003816,USER00003816,10/23/2023,,Books,79.7,4,,Not Returned,,38,Male,City79,PayPal,Standard,17.81,318.8,300.99
ORD00003817,PROD00003817,USER00003817,12/1/2023,,Home,304.82,5,,Not Returned,,43,Male,City17,Gift Card,Express,6.65,1524.1,1517.45
ORD00003818,PROD00003818,USER00003818,2/3/2024,4/20/2024,Electronics,422.32,3,Changed mind,Returned,77,64,Female,City1,Credit Card,Standard,30.33,1266.96,1236.63
ORD00003819,PROD00003819,USER00003819,3/18/2024,,Clothing,480.21,4,,Not Returned,,51,Female,City24,Gift Card,Standard,0.62,1920.84,1920.22
ORD00003820,PROD00003820,USER00003820,1/11/2024,,Toys,97.58,4,,Not Returned,,34,Female,City66,PayPal,Express,0.16,390.32,390.16
ORD00003821,PROD00003821,USER00003821,5/2/2024,,Books,432.02,3,,Not Returned,,40,Male,City26,Credit Card,Standard,44.7,1296.06,1251.36
ORD00003822,PROD00003822,USER00003822,8/27/2023,8/12/2024,Clothing,160.1,4,Not as described,Returned,351,26,Male,City20,PayPal,Next-Day,36.77,640.4,603.63
ORD00003823,PROD00003823,USER00003823,7/19/2024,,Home,415.98,3,,Not Returned,,43,Female,City91,Credit Card,Express,40.23,1247.94,1207.71
ORD00003824,PROD00003824,USER00003824,8/3/2024,,Home,231.4,5,,Not Returned,,57,Male,City47,Gift Card,Express,38.7,1157,1118.3
ORD00003825,PROD00003825,USER00003825,6/29/2024,6/6/2024,Home,348.43,1,Defective,Returned,-23,32,Male,City91,Gift Card,Express,5.42,348.43,343.01
ORD00003826,PROD00003826,USER00003826,7/6/2023,2/27/2024,Home,172.09,5,Changed mind,Returned,236,37,Female,City51,Credit Card,Standard,38.16,860.45,822.29
ORD00003827,PROD00003827,USER00003827,7/22/2024,8/2/2023,Electronics,226.76,5,Defective,Returned,-355,31,Male,City18,Debit Card,Express,26.47,1133.8,1107.33
ORD00003828,PROD00003828,USER00003828,7/13/2024,,Books,5.01,3,,Not Returned,,52,Female,City49,Credit Card,Next-Day,24.77,15.03,-9.74
ORD00003829,PROD00003829,USER00003829,3/24/2023,,Electronics,33.13,2,,Not Returned,,46,Female,City29,PayPal,Express,0.71,66.26,65.55
ORD00003830,PROD00003830,USER00003830,4/10/2024,,Books,405.58,2,,Not Returned,,60,Male,City6,PayPal,Express,33.06,811.16,778.1
ORD00003831,PROD00003831,USER00003831,8/21/2023,,Toys,263.06,5,,Not Returned,,44,Female,City65,PayPal,Next-Day,33.48,1315.3,1281.82
ORD00003832,PROD00003832,USER00003832,12/24/2024,,Electronics,435.39,5,,Not Returned,,54,Male,City68,Credit Card,Express,15.88,2176.95,2161.07
ORD00003833,PROD00003833,USER00003833,2/8/2023,12/11/2024,Home,431.92,3,Not as described,Returned,672,70,Male,City50,Gift Card,Express,33.07,1295.76,1262.69
ORD00003834,PROD00003834,USER00003834,2/4/2024,,Books,309.19,1,,Not Returned,,56,Male,City46,Debit Card,Next-Day,15.83,309.19,293.36
ORD00003835,PROD00003835,USER00003835,10/14/2024,,Toys,239.48,3,,Not Returned,,33,Female,City41,Debit Card,Next-Day,13.48,718.44,704.96
ORD00003836,PROD00003836,USER00003836,11/22/2024,11/5/2023,Clothing,165.23,5,Changed mind,Returned,-383,39,Female,City57,Gift Card,Next-Day,21.29,826.15,804.86
ORD00003837,PROD00003837,USER00003837,7/24/2024,6/30/2023,Books,362.8,2,Not as described,Returned,-390,38,Female,City31,PayPal,Express,21.96,725.6,703.64
ORD00003838,PROD00003838,USER00003838,8/29/2024,7/24/2024,Books,157.45,4,Not as described,Returned,-36,43,Male,City13,PayPal,Next-Day,31.56,629.8,598.24
ORD00003839,PROD00003839,USER00003839,7/1/2024,,Electronics,248.98,3,,Not Returned,,47,Male,City45,Gift Card,Next-Day,49.24,746.94,697.7
ORD00003840,PROD00003840,USER00003840,8/15/2023,9/19/2023,Clothing,387.29,1,Defective,Returned,35,65,Male,City94,Credit Card,Next-Day,13.37,387.29,373.92
ORD00003841,PROD00003841,USER00003841,11/10/2023,6/6/2024,Books,163.28,5,Changed mind,Returned,209,61,Female,City82,Gift Card,Express,21.4,816.4,795
ORD00003842,PROD00003842,USER00003842,2/17/2024,5/29/2024,Toys,456.84,5,Changed mind,Returned,102,52,Male,City23,PayPal,Standard,11.04,2284.2,2273.16
ORD00003843,PROD00003843,USER00003843,1/15/2024,,Home,358.26,3,,Not Returned,,18,Male,City19,Credit Card,Standard,15.5,1074.78,1059.28
ORD00003844,PROD00003844,USER00003844,12/29/2024,,Books,74.22,5,,Not Returned,,21,Female,City77,Debit Card,Next-Day,8.01,371.1,363.09
ORD00003845,PROD00003845,USER00003845,2/2/2024,7/18/2024,Toys,72.92,1,Wrong item,Returned,167,22,Male,City92,Debit Card,Next-Day,39.94,72.92,32.98
ORD00003846,PROD00003846,USER00003846,9/10/2024,8/21/2024,Home,442.22,4,Changed mind,Returned,-20,47,Female,City39,Credit Card,Express,19.11,1768.88,1749.77
ORD00003847,PROD00003847,USER00003847,8/23/2023,,Home,315.23,1,,Not Returned,,54,Female,City15,Gift Card,Express,31.24,315.23,283.99
ORD00003848,PROD00003848,USER00003848,10/25/2023,8/5/2023,Books,416.97,1,Changed mind,Returned,-81,51,Male,City49,Gift Card,Next-Day,15.43,416.97,401.54
ORD00003849,PROD00003849,USER00003849,9/12/2023,7/5/2023,Books,401.94,2,Wrong item,Returned,-69,24,Male,City6,Gift Card,Standard,5.64,803.88,798.24
ORD00003850,PROD00003850,USER00003850,10/25/2024,10/5/2024,Toys,373.95,5,Defective,Returned,-20,53,Male,City68,PayPal,Standard,21.39,1869.75,1848.36
ORD00003851,PROD00003851,USER00003851,7/8/2024,,Books,406.82,4,,Not Returned,,68,Male,City1,Debit Card,Express,17.44,1627.28,1609.84
ORD00003852,PROD00003852,USER00003852,2/20/2023,,Clothing,357.76,2,,Not Returned,,63,Male,City56,Gift Card,Express,20.58,715.52,694.94
ORD00003853,PROD00003853,USER00003853,8/3/2024,,Home,467.98,5,,Not Returned,,19,Female,City71,PayPal,Next-Day,44.97,2339.9,2294.93
ORD00003854,PROD00003854,USER00003854,6/16/2023,,Clothing,345.2,1,,Not Returned,,27,Male,City38,Gift Card,Next-Day,24.45,345.2,320.75
ORD00003855,PROD00003855,USER00003855,8/5/2024,,Electronics,22.62,5,,Not Returned,,69,Female,City45,Debit Card,Standard,20.93,113.1,92.17
ORD00003856,PROD00003856,USER00003856,12/5/2024,,Home,372.48,5,,Not Returned,,56,Male,City86,Credit Card,Standard,27.77,1862.4,1834.63
ORD00003857,PROD00003857,USER00003857,12/29/2024,,Toys,452.73,2,,Not Returned,,46,Female,City80,Credit Card,Express,40.09,905.46,865.37
ORD00003858,PROD00003858,USER00003858,2/2/2023,,Toys,159.95,3,,Not Returned,,45,Female,City22,Credit Card,Standard,47.38,479.85,432.47
ORD00003859,PROD00003859,USER00003859,9/7/2024,8/15/2023,Electronics,443.66,1,Wrong item,Returned,-389,68,Male,City10,Credit Card,Next-Day,37.81,443.66,405.85
ORD00003860,PROD00003860,USER00003860,5/2/2024,,Electronics,91.07,1,,Not Returned,,51,Female,City11,Credit Card,Next-Day,13.69,91.07,77.38
ORD00003861,PROD00003861,USER00003861,5/4/2023,,Electronics,288.27,1,,Not Returned,,46,Female,City9,Debit Card,Standard,4.45,288.27,283.82
ORD00003862,PROD00003862,USER00003862,3/29/2024,,Home,173.02,1,,Not Returned,,25,Female,City91,Credit Card,Standard,14.03,173.02,158.99
ORD00003863,PROD00003863,USER00003863,12/11/2024,7/10/2023,Toys,316.14,4,Not as described,Returned,-520,22,Male,City38,Debit Card,Next-Day,14.74,1264.56,1249.82
ORD00003864,PROD00003864,USER00003864,5/29/2024,,Books,463.42,5,,Not Returned,,62,Female,City74,Credit Card,Standard,15.55,2317.1,2301.55
ORD00003865,PROD00003865,USER00003865,8/11/2023,7/25/2023,Toys,195.73,5,Defective,Returned,-17,41,Male,City38,Debit Card,Express,31.49,978.65,947.16
ORD00003866,PROD00003866,USER00003866,11/30/2024,,Home,112.57,2,,Not Returned,,52,Male,City11,PayPal,Next-Day,9.34,225.14,215.8
ORD00003867,PROD00003867,USER00003867,12/31/2024,9/28/2024,Toys,484.26,4,Defective,Returned,-94,67,Male,City78,Debit Card,Express,7.33,1937.04,1929.71
ORD00003868,PROD00003868,USER00003868,8/5/2023,8/8/2024,Clothing,37.05,5,Changed mind,Returned,369,41,Female,City39,Gift Card,Standard,25.79,185.25,159.46
ORD00003869,PROD00003869,USER00003869,1/5/2024,3/2/2024,Books,462.22,3,Changed mind,Returned,57,23,Male,City35,Debit Card,Express,29.44,1386.66,1357.22
ORD00003870,PROD00003870,USER00003870,10/2/2024,,Clothing,276.77,5,,Not Returned,,53,Female,City21,Gift Card,Next-Day,11.38,1383.85,1372.47
ORD00003871,PROD00003871,USER00003871,9/12/2023,11/22/2023,Toys,107.76,2,Wrong item,Returned,71,50,Male,City59,Gift Card,Next-Day,18.09,215.52,197.43
ORD00003872,PROD00003872,USER00003872,1/5/2024,8/21/2023,Toys,338.22,2,Defective,Returned,-137,28,Female,City85,PayPal,Next-Day,20.73,676.44,655.71
ORD00003873,PROD00003873,USER00003873,6/2/2024,10/25/2023,Books,112.66,2,Changed mind,Returned,-221,61,Male,City21,Credit Card,Express,23.01,225.32,202.31
ORD00003874,PROD00003874,USER00003874,9/21/2024,,Books,64.17,5,,Not Returned,,39,Female,City47,Credit Card,Express,16.56,320.85,304.29
ORD00003875,PROD00003875,USER00003875,10/28/2023,5/5/2023,Toys,7.71,5,Defective,Returned,-176,28,Male,City97,PayPal,Next-Day,7.77,38.55,30.78
ORD00003876,PROD00003876,USER00003876,11/4/2023,2/5/2023,Electronics,337.7,5,Changed mind,Returned,-272,49,Female,City96,Debit Card,Next-Day,29.98,1688.5,1658.52
ORD00003877,PROD00003877,USER00003877,8/6/2023,9/26/2024,Clothing,336.38,1,Changed mind,Returned,417,62,Male,City70,PayPal,Next-Day,47.54,336.38,288.84
ORD00003878,PROD00003878,USER00003878,10/23/2024,11/5/2024,Electronics,202.23,4,Changed mind,Returned,13,59,Male,City31,Credit Card,Express,24.11,808.92,784.81
ORD00003879,PROD00003879,USER00003879,4/8/2023,4/9/2023,Home,314.46,5,Wrong item,Returned,1,57,Female,City66,Debit Card,Standard,32.3,1572.3,1540
ORD00003880,PROD00003880,USER00003880,8/14/2024,,Books,465.18,5,,Not Returned,,21,Male,City72,PayPal,Express,11.59,2325.9,2314.31
ORD00003881,PROD00003881,USER00003881,12/19/2024,9/8/2023,Electronics,131.35,1,Defective,Returned,-468,58,Female,City82,Gift Card,Standard,12.18,131.35,119.17
ORD00003882,PROD00003882,USER00003882,7/22/2023,4/19/2024,Toys,13.64,4,Changed mind,Returned,272,21,Male,City22,Gift Card,Express,16.37,54.56,38.19
ORD00003883,PROD00003883,USER00003883,1/31/2024,,Home,31.49,2,,Not Returned,,68,Female,City68,PayPal,Standard,19.38,62.98,43.6
ORD00003884,PROD00003884,USER00003884,1/28/2023,5/2/2023,Clothing,416.32,4,Not as described,Returned,94,68,Male,City22,Gift Card,Standard,41.17,1665.28,1624.11
ORD00003885,PROD00003885,USER00003885,4/2/2023,1/1/2024,Books,240.34,3,Wrong item,Returned,274,27,Female,City78,PayPal,Standard,2.7,721.02,718.32
ORD00003886,PROD00003886,USER00003886,12/15/2024,,Home,429.18,5,,Not Returned,,57,Female,City80,Debit Card,Next-Day,34.85,2145.9,2111.05
ORD00003887,PROD00003887,USER00003887,10/25/2023,4/3/2023,Books,440.05,3,Not as described,Returned,-205,25,Female,City53,Debit Card,Next-Day,35.24,1320.15,1284.91
ORD00003888,PROD00003888,USER00003888,6/9/2023,5/4/2023,Electronics,130.74,1,Not as described,Returned,-36,37,Male,City39,Credit Card,Next-Day,21.18,130.74,109.56
ORD00003889,PROD00003889,USER00003889,3/24/2024,,Toys,204.35,4,,Not Returned,,31,Female,City67,Credit Card,Express,45.56,817.4,771.84
ORD00003890,PROD00003890,USER00003890,4/5/2023,7/8/2023,Toys,423.18,1,Wrong item,Returned,94,50,Male,City77,Debit Card,Express,48.63,423.18,374.55
ORD00003891,PROD00003891,USER00003891,6/12/2024,,Books,223.69,5,,Not Returned,,24,Male,City45,Credit Card,Standard,14.17,1118.45,1104.28
ORD00003892,PROD00003892,USER00003892,12/23/2024,10/13/2023,Electronics,242.29,4,Wrong item,Returned,-437,44,Female,City47,Gift Card,Next-Day,24.8,969.16,944.36
ORD00003893,PROD00003893,USER00003893,11/13/2023,,Books,262.32,2,,Not Returned,,39,Female,City27,Gift Card,Standard,26.48,524.64,498.16
ORD00003894,PROD00003894,USER00003894,10/12/2023,,Toys,60.89,3,,Not Returned,,20,Female,City97,Debit Card,Next-Day,25.74,182.67,156.93
ORD00003895,PROD00003895,USER00003895,4/20/2023,12/12/2024,Books,158.3,5,Changed mind,Returned,602,51,Female,City47,Debit Card,Next-Day,34.33,791.5,757.17
ORD00003896,PROD00003896,USER00003896,1/31/2024,6/1/2023,Books,361.74,5,Not as described,Returned,-244,23,Female,City61,PayPal,Express,1.28,1808.7,1807.42
ORD00003897,PROD00003897,USER00003897,2/28/2023,,Books,373.67,3,,Not Returned,,59,Female,City78,Credit Card,Standard,1.84,1121.01,1119.17
ORD00003898,PROD00003898,USER00003898,11/5/2024,12/11/2023,Electronics,72.56,4,Changed mind,Returned,-330,62,Female,City38,Credit Card,Standard,7.99,290.24,282.25
ORD00003899,PROD00003899,USER00003899,6/5/2023,,Electronics,360.96,2,,Not Returned,,38,Male,City24,Credit Card,Next-Day,4.55,721.92,717.37
ORD00003900,PROD00003900,USER00003900,8/27/2024,5/15/2024,Toys,407.76,3,Wrong item,Returned,-104,37,Male,City14,Gift Card,Next-Day,30.22,1223.28,1193.06
ORD00003901,PROD00003901,USER00003901,7/23/2023,4/23/2024,Home,272.76,3,Defective,Returned,275,47,Male,City39,Credit Card,Standard,2.45,818.28,815.83
ORD00003902,PROD00003902,USER00003902,10/30/2024,10/31/2023,Toys,470.72,3,Defective,Returned,-365,23,Female,City25,Debit Card,Standard,26.22,1412.16,1385.94
ORD00003903,PROD00003903,USER00003903,7/28/2023,10/28/2024,Toys,77.17,5,Changed mind,Returned,458,25,Male,City29,Gift Card,Express,41.1,385.85,344.75
ORD00003904,PROD00003904,USER00003904,2/3/2023,12/9/2024,Toys,23.06,1,Changed mind,Returned,675,50,Male,City71,Credit Card,Standard,11.39,23.06,11.67
ORD00003905,PROD00003905,USER00003905,7/19/2024,,Home,103.48,1,,Not Returned,,70,Male,City46,PayPal,Standard,46.29,103.48,57.19
ORD00003906,PROD00003906,USER00003906,1/6/2024,,Electronics,161.27,4,,Not Returned,,61,Female,City27,Credit Card,Next-Day,21.72,645.08,623.36
ORD00003907,PROD00003907,USER00003907,8/10/2024,11/20/2023,Clothing,13.37,3,Defective,Returned,-264,63,Female,City7,Gift Card,Standard,41.37,40.11,-1.26
ORD00003908,PROD00003908,USER00003908,9/12/2024,8/5/2023,Clothing,89.89,4,Not as described,Returned,-404,47,Female,City78,Gift Card,Standard,12.84,359.56,346.72
ORD00003909,PROD00003909,USER00003909,3/24/2023,8/30/2023,Electronics,408.2,1,Wrong item,Returned,159,54,Male,City94,Gift Card,Next-Day,45.11,408.2,363.09
ORD00003910,PROD00003910,USER00003910,6/7/2024,,Toys,385.42,4,,Not Returned,,31,Male,City48,Credit Card,Standard,35.51,1541.68,1506.17
ORD00003911,PROD00003911,USER00003911,1/16/2024,,Toys,159.56,2,,Not Returned,,38,Female,City8,Debit Card,Standard,5.54,319.12,313.58
ORD00003912,PROD00003912,USER00003912,1/16/2023,12/22/2023,Books,380.25,1,Wrong item,Returned,340,44,Male,City78,Debit Card,Express,42.44,380.25,337.81
ORD00003913,PROD00003913,USER00003913,8/20/2024,6/5/2024,Home,42.73,5,Changed mind,Returned,-76,19,Female,City81,Debit Card,Express,5.77,213.65,207.88
ORD00003914,PROD00003914,USER00003914,10/1/2023,9/19/2023,Toys,115.11,5,Changed mind,Returned,-12,63,Female,City12,PayPal,Standard,21.86,575.55,553.69
ORD00003915,PROD00003915,USER00003915,9/23/2023,,Books,264.06,5,,Not Returned,,68,Male,City99,Credit Card,Express,47.05,1320.3,1273.25
ORD00003916,PROD00003916,USER00003916,11/22/2023,2/23/2024,Home,401.18,1,Defective,Returned,93,68,Male,City8,Gift Card,Express,46.9,401.18,354.28
ORD00003917,PROD00003917,USER00003917,11/25/2023,,Electronics,252.41,4,,Not Returned,,62,Male,City13,Credit Card,Standard,36.5,1009.64,973.14
ORD00003918,PROD00003918,USER00003918,12/13/2023,3/18/2024,Books,359.55,2,Defective,Returned,96,62,Male,City13,Debit Card,Express,31.76,719.1,687.34
ORD00003919,PROD00003919,USER00003919,4/29/2024,,Home,59.19,2,,Not Returned,,67,Female,City49,Debit Card,Standard,11.38,118.38,107
ORD00003920,PROD00003920,USER00003920,3/23/2023,,Toys,316.47,1,,Not Returned,,61,Male,City89,Gift Card,Express,27.81,316.47,288.66
ORD00003921,PROD00003921,USER00003921,3/1/2024,5/26/2024,Toys,498.64,1,Changed mind,Returned,86,61,Male,City24,Credit Card,Next-Day,39.14,498.64,459.5
ORD00003922,PROD00003922,USER00003922,5/6/2024,,Toys,79.31,1,,Not Returned,,66,Male,City21,Gift Card,Standard,12.92,79.31,66.39
ORD00003923,PROD00003923,USER00003923,2/15/2023,,Home,464.13,5,,Not Returned,,24,Female,City39,PayPal,Next-Day,46.82,2320.65,2273.83
ORD00003924,PROD00003924,USER00003924,3/13/2024,4/20/2023,Toys,432.94,1,Not as described,Returned,-328,20,Male,City3,Gift Card,Next-Day,24.54,432.94,408.4
ORD00003925,PROD00003925,USER00003925,10/7/2023,,Clothing,67.22,2,,Not Returned,,47,Female,City92,Credit Card,Next-Day,7.67,134.44,126.77
ORD00003926,PROD00003926,USER00003926,9/29/2023,,Clothing,239.88,2,,Not Returned,,54,Male,City64,Debit Card,Standard,48.81,479.76,430.95
ORD00003927,PROD00003927,USER00003927,10/31/2023,6/17/2023,Clothing,320.7,1,Wrong item,Returned,-136,29,Female,City67,PayPal,Standard,35.69,320.7,285.01
ORD00003928,PROD00003928,USER00003928,12/14/2023,10/23/2024,Electronics,257.56,5,Not as described,Returned,314,59,Male,City2,Debit Card,Express,25.84,1287.8,1261.96
ORD00003929,PROD00003929,USER00003929,4/22/2024,11/28/2024,Books,324.95,1,Wrong item,Returned,220,19,Male,City36,PayPal,Standard,13.79,324.95,311.16
ORD00003930,PROD00003930,USER00003930,8/18/2024,,Clothing,76.75,3,,Not Returned,,60,Male,City25,Debit Card,Standard,21.88,230.25,208.37
